Number,Start_Mon,Close_Mon,Start_Tue,Close_Tue,Start_Wed,Close_Wed,Start_Thu,Close_Thu,Start_Fri,Close_Fri,Start_Sat,Close_Sat,Start_Sun,Close_Sun,IsOpenHoliday,Lunch_Week
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjE0ODEjNjEjJDEjJDQjJDgz,930,1900,930,1900,930,1300,930,1900,930,2000,930,1800,,,9시30분~13시,13시~14시30분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNjEjJDEjJDAjJDgz,930,1900,930,1900,930,1900,930,1900,930,2000,930,1630,,,휴진,1시00분~2시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDAjJDgz,830,1800,830,1800,830,1230,830,1800,830,1800,830,1230,,,,12:30~14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1700,,,오후 1시 이후,오후1시~2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1200,,,휴진,12:30 ~ 14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQyIyQ1IyQwMCQ0NjE0ODEjNjEjJDEjJDAjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,휴진,12시30분 - 14시30분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNjEjJDEjJDQjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300,,,오후 1시이후 휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1530,,,휴진,13시00분~14시20분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ5MiQyNjE0ODEjNjEjJDEjJDgjJDgz,930,1830,930,1830,930,1830,930,1830,930,1830,930,1600,,,,13시 ~ 14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,900,1730,900,1730,900,1730,900,1730,900,1730,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDAjJDgz,900,1800,900,1800,1400,1800,900,1800,900,1800,900,1300,,,휴무,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,,,,,전부휴진,01시00분~02시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,전부 휴진,1시~2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,930,1900,930,1900,930,1900,930,1900,930,1900,930,1500,,,휴진,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEwMDIjNDEjJDEjJDQjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400,,,전부 휴진,12시30분~13시30분
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQzNjE0ODEjNTEjJDEjJDIjJDgz,900,1800,900,1800,900,1800,900,1800,900,1900,900,1430,,,오후 13시 이후,12시30분~13시30분
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQxIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,,,,,휴무,12시30분~13시30분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300,,,전부 휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,900,1900,900,1900,900,1810,900,1900,900,1900,900,1500,,,,오후1시~2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,평일 공휴일은 오전진료,13:00~14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,900,1900,900,1800,900,1800,900,1800,900,1800,900,1300,,,휴진,오후1시-오후2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300,,,휴진,오후 1시~ 2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300,,,전부휴진,13시00분~14시30분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQwMyQzNjE4MzIjODEjJDEjJDIjJDgz,,,,,,,,,,,,,,,휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,930,1230,,,전부 휴진,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,,,오후 2시 이후,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ4OSQyNjEwMDIjNjEjJDEjJDQjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,930,1400,,,휴진,13:00-14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQyIyQzIyQwMCQyNjEwMDIjNDEjJDEjJDQjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300,,,전부 휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330,,,휴진,12시 45분 ~ 14시 00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjODEjJDEjJDYjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,휴진,12:30~14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,900,600,900,600,900,600,900,600,900,600,900,1300,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300,,,"구정, 추석연휴 첫 날 9시-1시까지 (이외 공휴일 휴일 원칙)","12시30분 - 14시 00분 (1시간 30분, 90분)"
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,830,1700,830,1700,830,1300,845,1700,845,1700,,,,,전부 휴진,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3MiQyNjE0ODEjODEjJDEjJDIjJDgz,900,1800,900,1800,900,1300,900,1800,900,1800,900,1300,,,휴진,오후 1시 ~ 오후 2시30분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,900,1900,900,1900,900,1900,,,900,1900,900,1400,900,1300,9시부터 13시까지 진료합니다.,13시부터 14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,,12시50분 -  14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300,,,휴무,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,,,,,,,,,,,,,,,휴진,13:00 - 14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300,,,전부휴진,13시~14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDAjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1600,,,오전 09시00분~13시00분,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNjEjJDEjJDQjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,,,오후1시 이후,12시30분~13:30분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,930,1900,930,1900,930,1900,930,1900,930,1900,930,1700,,,9:30 ~ 13:00,13:00~14:00
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjNzEjJDEjJDgjJDgz,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300,,,"응급실 운영,    24시간 분만진료",12시30분-14시00분
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,,,,,,,,,,,,,,,휴무,12시 30분~13시 30분
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,24시간 응급실운영,13시00분~14시00분
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,900,1800,900,1730,900,1730,900,1730,900,1730,900,1300,,,,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,900,1800,900,1800,900,1800,900,1230,900,1800,900,1300,,,,12:30~14:00 매주 목요일은 12:30분까지 진료
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,휴진,13-14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ5OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,,,,,,,,,,,,,,,오후 1시 이후,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,휴진,12시30분 - 14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800,900,1300,오후5시이후,13시00분-14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300,,,오전진료(9시부터 13시까지),13:00 - 14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQyIyQxIyQwMCQyNjE4MzIjODEjJDEjJDYjJDgz,930,1900,930,1900,930,1900,930,1900,930,1900,930,1330,,,09시 30분 ~ 13시 30분,12시 30분 ~ 14시 00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3MiQzNjEwMDIjODEjJDEjJDYjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300,,,오후 1시 이후,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,830,1930,830,1930,830,1930,830,1930,830,1930,830,1700,900,1300,,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjE4MzIjNDEjJDEjJDQjJDgz,900,1730,900,1730,900,1730,900,1730,900,1730,900,1200,,,휴진,12시 ~ 13시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300,900,1200,,13시~14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQzNjEyMjIjNzEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500,,,09 : 00 ~ 13 : 00,12 :30 ~ 14 :00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500,,,,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDQjJDgz,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600,,,전부휴진,오후1시~오후2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQyIyQxIyQwMCQyNjEwMDIjNTEjJDEjJDIjJDgz,,,,,,,,,,,,,,,,1시-2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQwMyQyNjEyMjIjNTEjJDEjJDIjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,전부휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,900,1700,900,1700,900,1700,900,1700,900,1700,900,1300,,,전부휴진,13시00분-14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1430,,,휴무,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,830,1800,830,1800,830,1230,830,1800,830,1800,830,1230,,,휴진,12시30분-14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200,,,휴진,12시30분~13시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1600,,,전부휴진,12시30분~13시50분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQwMyQzNjE0ODEjNjEjJDEjJDQjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQwMyQyNjE4MzIjNDEjJDEjJDQjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1600,,,,12시30분~14시00분
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz,900,2100,900,2100,900,2100,900,2100,900,2100,900,1700,900,1300,오전 9시 ~ 오후5시,12시30분 ~ 14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,,,,,,,,,,,,,,,전부 휴진,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,930,1900,930,1900,930,1900,930,1900,930,2000,930,1500,,,대체공휴일진료,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,930,1710,930,1710,930,1710,930,1710,930,1710,930,1230,,,휴무,12:30~14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200,,,휴무,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,930,1500,,,,12: 30- 14: 00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjE0ODEjNjEjJDEjJDAjJDgz,920,1800,920,1800,920,1800,920,1800,920,1800,900,1300,,,휴진,12:30~14:00 (화요일 12:00~14:00)
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQyIyQ1IyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz,930,1830,930,1830,930,1830,930,1830,930,1830,930,1600,,,09시30분~15시00분,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQxMyQzNjEwMDIjNjEjJDEjJDQjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400,,,전부 휴진,12시 30분 ~ 13시 30분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600,,,전부 휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,900,1300,09시00분~13시00분 오전 진료,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,,,,13시-14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300,,,,12:30-14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQzNjEyMjIjODEjJDEjJDYjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,,,오후1시까지,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjODEjJDEjJDYjJDgz,930,1900,930,1900,930,1900,930,1900,930,1900,930,1630,,,,13:00~14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNjEjJDEjJDgjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,930,1200,,,휴진,13시00분-14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4OSQzNjEwMDIjODEjJDEjJDIjJDgz,900,1830,900,1830,900,1400,900,1830,900,1830,900,1400,,,전부 휴진,12:30-14:00 ( 수요일과 토요일은 점심시간없이 2시까지 진료 )
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,940,1730,940,1730,940,1730,940,1730,940,1730,,,,,휴진,1시~ 2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,930,2000,930,1800,930,2000,,,930,2000,930,1600,,,전부 휴진,12:30~14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700,1000,1300,,오후1시~2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNjEjJDEjJDAjJDgz,930,1800,930,1800,930,1300,930,1800,930,1800,830,1300,,,전부 휴진,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQyNjE0ODEjNTEjJDEjJDIjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,,13:00~14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQzNjEwMDIjNTEjJDEjJDYjJDgz,1000,1800,1000,1800,1000,1800,1000,1300,1000,1800,930,1300,,,,13:00~14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4MiQyNjEwMDIjODEjJDEjJDIjJDgz,,,,,,,,,,,,,,,,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1230,,,,12: 30 ~ 2:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300,,,휴진,오후 12시 30분 - 오후 2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,930,1830,930,1830,930,1830,1400,1830,930,1830,930,1400,,,오후 1시까지,1-2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,,,,,,,,,,,,,,,휴진(요로결석 응급시술은 전화예약후 내원 051-747-7200),13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNzEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330,,,,13:00~ 14:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500,,,오후 1시이후,13시00분 ~ 14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNDEjJDEjJDgjJDgz,,,,,,,,,,,,,,,휴진,1시~2시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQyNjEwMDIjNTEjJDEjJDIjJDgz,930,1830,930,1830,930,1830,930,1830,930,1830,900,1300,,,,12시30분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,,,휴진,12시 30분~ 14시
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1300,,,전부 휴진,13시00분~14시00분
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,930,1330,,,휴진,12:30~2:00
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1700,,,전부휴진,13시00~14시00
