Number,Start_Mon,Close_Mon,Start_Tue,Close_Tue,Start_Wed,Close_Wed,Start_Thu,Close_Thu,Start_Fri,Close_Fri,Start_Sat,Close_Sat,Start_Sun,Close_Sun,IsOpenHoliday,Lunch_Week
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjNzEjJDEjJDgjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQ4MiQzNjEwMDIjNDEjJDEjJDQjJDgz,,,,,,,,,,,,,,,종일휴진,09시 00분 - 07시 00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE0ODEjNzEjJDEjJDgjJDgz,900,2200,900,2200,900,2200,900,2200,900,2200,900,2000,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE0ODEjNjEjJDEjJDQjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300,,,,12시30분부터14시까지
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNzEjJDEjJDgjJDgz,,,,,,,,,,,,,,,오후 4:00시부터 오후 10:00까지 근무합니다.,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNTEjJDEjJDIjJDgz,930,2130,930,2130,930,2130,930,2130,930,2130,,,,,오전 10시~오후 9시,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjEyMjIjNDEjJDEjJDQjJDgz,830,2130,830,2130,830,2130,830,2130,830,2130,830,2000,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,900,2100,900,2100,900,2100,900,2100,900,2100,900,1700,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNjEjJDEjJDgjJDgz,830,2100,830,2100,830,2100,830,2100,830,2100,830,1700,,,오후 5시 이후,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQxIyQwMyQzNjEyMjIjODEjJDEjJDYjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800,,,휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQyIyQxIyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz,900,1930,900,1930,900,1930,900,1930,900,1930,900,1700,,,,12시30-13시30분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,,,,,,,,,,,,,,,휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,,,9시00분~22시20분,13시00분~14시00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ5MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQyIyQzIyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800,,,,없음
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,,,,13시00분~14시00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQxIyQ3IyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,1400,2100,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQyIyQzIyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz,,,,,,,,,,,,,,,오전09시~17시,13시 ~ 13시40분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQzIyQ4MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,900,2130,900,2130,900,2130,900,2130,900,2130,900,2100,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2130,정상근무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,,,전부휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQxIyQ3MiQ0NjE0ODEjODEjJDEjJDIjJDgz,900,2130,900,2130,900,2130,900,2130,900,2130,900,930,1100,1900,근무 ( 오전11시~ 오후 7시),
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz,900,1930,900,1930,900,1930,900,1930,900,1930,900,1630,,,오후1시 이후,13시00분~14시00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,900,1500,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjNTEjJDEjJDIjJDgz,900,2200,900,2200,900,2200,900,2200,900,2200,900,2100,1000,2000,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzUxIyQxIyQ1IyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz,830,2100,830,2100,830,2100,830,2100,830,2100,830,2100,1800,2100,,점심시간 없음
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzUxIyQxIyQxIyQ5OSQzNjE0ODEjNDEjJDEjJDQjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjODEjJDEjJDYjJDgz,900,2130,900,2130,900,2130,900,2130,900,2130,900,1900,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,800,2130,800,2130,800,2130,800,2130,800,2130,800,2130,900,2000,09:00 ~ 20:00,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,900,2130,900,2130,900,2130,900,2130,900,2130,900,1900,,,오전9시-오후6시,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjODEjJDEjJDYjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjODEjJDEjJDIjJDgz,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300,,,전부휴무,13시00분~14시00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300,,,,13시00분~14시00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxNzAyIzMxIyQxIyQ3IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,640,200,640,200,640,200,640,200,640,200,,,640,200,운영,없음
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,900,2100,900,2100,900,2100,900,2100,900,2100,900,2000,,,오전9시~오후1시,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQxIyQ1IyQ3MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNjEjJDEjJDgjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,,,전부휴진,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,830,2100,830,2100,830,2100,830,2100,830,2100,830,900,,,오후 9시 이후,오후01시00분~ 오후02시00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzMxIyQxIyQzIyQ2MiQzNjEyMjIjNjEjJDEjJDgjJDgz,,,,,,,,,,,,,,,,13시부터 14시까지
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600,,,휴진,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzUxIyQxIyQ1IyQ4OSQzNjE4MzIjODEjJDEjJDIjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,900,2130,900,2130,900,2130,900,2130,900,2130,900,2000,,,12:00~20:00,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjEyMjIjNTEjJDEjJDIjJDgz,900,2130,900,2130,900,2130,900,2130,900,2130,900,2000,,,전부 휴진,13시00분~14시00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxOTYxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNDEjJDEjJDQjJDgz,900,2130,900,2130,900,2130,900,2130,900,2030,900,2030,,,9시~ 7시 근무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxOTYxIzQxIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,900,2130,900,2130,900,2130,900,2130,900,2130,900,2130,,,휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxOTYxIzUxIyQxIyQxIyQwMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,,,,,,,,,,,,,,,휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNTEjJDEjJDYjJDgz,830,2100,830,2100,830,2100,830,2100,830,2100,830,2100,830,1800,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQ3IyQxMyQzNjE0ODEjNjEjJDEjJDAjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,900,2100,900,2100,900,2100,900,2100,900,2100,900,1700,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQzIyQ2MiQyNjEyMjIjNjEjJDEjJDQjJDgz,930,1900,930,1900,930,1900,930,1900,930,1900,930,1500,,,,13시-14시
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,,,휴진,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,1000,2200,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQzIyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,900,2100,900,2100,900,2100,900,2100,900,2100,900,1900,1000,1400,오후2시이후,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQzIyQxMyQzNjE0ODEjODEjJDEjJDIjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz,830,2100,830,2100,830,2100,830,2100,830,2100,830,1700,830,1700,아침8시30분-오후6시,1시-2시
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNDEjJDEjJDQjJDgz,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,1800,2200,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,930,2200,930,2200,930,2200,930,2200,930,2200,930,2200,930,2200,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ4OSQzNjE4MzIjNzEjJDEjJDgjJDgz,830,2100,830,2100,830,2100,830,2100,830,2100,830,1900,900,1800,오전9시부터 오후 7시까지 근무,13시00분~14시00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzMxIyQxIyQ3IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,800,2000,800,2000,800,2000,800,2000,800,2000,,,,,전부휴진,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,,,전부 휴진,오후1시~오후2시
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjODEjJDEjJDIjJDgz,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,,,휴무,12시00분~13시00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzMxIyQxIyQ3IyQ5MiQzNjEyMjIjODEjJDEjJDIjJDgz,830,2030,830,2030,830,2030,830,2030,830,2030,830,1300,930,1800,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzMxIyQxIyQzIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,,,,13시~14시
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700,900,1200,,1시~2시까지
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQ0NjEwMDIjODEjJDEjJDYjJDgz,900,2130,900,2130,900,2130,900,2130,900,2130,900,2000,,,휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjNTEjJDEjJDYjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQxMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,800,2000,800,2000,800,2000,800,2000,800,2000,800,1800,,,,오후12부터오후1시까지
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzUxIyQxIyQ1IyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,830,1930,830,1930,830,1930,830,1930,830,1930,,,,,휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzUxIyQxIyQ1IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,,,,,,,,,,,,,,,오후 6시 이후,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzUxIyQxIyQxIyQ5MiQyNjEwMDIjNDEjJDEjJDQjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600,900,1400,,12;30-13;30
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzUxIyQxIyQxIyQxMyQyNjE0ODEjNjEjJDEjJDgjJDgz,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,,12시30분 ~ 13시30분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzUxIyQyIyQxIyQwMCQ0NjE0ODEjODEjJDEjJDIjJDgz,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,800,1900,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEwMDIjODEjJDEjJDIjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,,,휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,,,,13:00~14:00
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,,,,,,,,,,,,,,,영업,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz,,,,,,,,,,,,,,,,13시00분 ~ 14시00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjE0ODEjNTEjJDEjJDIjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjEyMjIjNDEjJDEjJDQjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzUxIyQxIyQxIyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,830,2330,830,2330,830,2330,830,2330,830,2330,830,2330,1000,2230,오전 10시 개문,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzUxIyQxIyQxIyQ3OSQzNjE4MzIjNzEjJDEjJDgjJDgz,900,2100,900,2100,900,2100,900,2100,900,2100,900,2000,900,1400,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQxIyQ3IyQ3MiQyNjEyMjIjNjEjJDEjJDAjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,,,휴무,13:00~14:00
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,,,휴진,13시부터14시까지
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQxIyQ3IyQ5MiQzNjEwMDIjNTEjJDEjJDYjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQxIyQzIyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQyIyQ3IyQwMCQzNjEwMDIjNjEjJDEjJDAjJDgz,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300,,,휴무,13시 00분 ~14시 00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ2MiQzNjE0ODEjNjEjJDEjJDgjJDgz,930,1830,930,1830,930,1830,930,1830,930,1830,930,1500,,,반나절 (오후  1시까지),오후1시 부터 2시까지
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,,,,,,,,,,,,,,,휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,,,,,전부휴진,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNDEjJDEjJDQjJDgz,915,2200,915,2200,915,2200,915,2200,915,2200,915,2200,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQxMyQyNjEwMDIjODEjJDEjJDIjJDgz,930,2230,930,2230,930,2230,930,2230,930,2230,930,1030,1000,2230,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,830,2100,830,2100,830,2100,830,2100,830,2100,830,2100,,,휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,850,1950,850,1950,850,1950,850,1950,850,1950,850,1650,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNDEjJDEjJDQjJDgz,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,,,휴진,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQxIyQ2MiQzNjEwMDIjODEjJDEjJDIjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,900,1910,900,1910,900,1910,900,1910,900,1910,900,1500,,,,13시00분~14시00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQxIyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz,900,2030,900,2030,900,2030,900,2030,900,2030,900,2000,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjODEjJDEjJDYjJDgz,900,2130,900,2130,900,2130,900,2130,900,2130,900,2130,100,2030,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,1000,1700,휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,830,1930,830,1930,830,1930,830,1930,830,1930,830,1630,,,,없음
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDQjJDgz,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800,,,전부 휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjNjEjJDEjJDAjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700,,,5시까지,13시00분~14시00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQxIyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,,,휴무,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQyIyQ1IyQwMCQyNjE4MzIjODEjJDEjJDYjJDgz,900,2240,900,2240,900,2240,900,2240,900,2240,900,2240,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNjEjJDEjJDgjJDgz,850,2100,850,2100,850,2100,850,2100,850,2100,840,1700,,,오후1시 이후 휴무,13시 00분 ~ 14시 00분
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzExIyQxIyQ3IyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz,,,,,,,,,,,,,,,휴진,1시~2시
